scaled__Account length,scaled__Area code,scaled__Number vmail messages,scaled__Total day minutes,scaled__Total day calls,scaled__Total day charge,scaled__Total eve minutes,scaled__Total eve calls,scaled__Total eve charge,scaled__Total night minutes,scaled__Total night calls,scaled__Total night charge,scaled__Total intl minutes,scaled__Total intl calls,scaled__Total intl charge,scaled__Customer service calls,encoded__International plan_No,encoded__International plan_Yes,encoded__Voice mail plan_No,encoded__Voice mail plan_Yes,encoded__Region_Midwest,encoded__Region_Northeast,encoded__Region_South,encoded__Region_West,remainder__Churn
1.837756413244302,-0.5350226883415841,1.9831092789138642,-0.10400167830758611,-0.6291921469652721,-0.1038522259259422,-0.2540486825307878,-1.9025202955878477,-0.2540720186725445,-1.1940731161703524,-0.2764356509995915,-1.1946788381343318,0.08609681597909404,-0.6337419301438872,0.09181083862926932,0.29660469208843504,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.06970657206845558,-0.6988311283713272,1.7638910461462687,-0.27362497860729057,1.1879556848662716,-0.2740018274553234,0.27987049499627215,-0.4205424840448112,0.2792564166656223,-0.512699093805799,-0.678318233973426,-0.5124853310878718,1.3491134100210327,1.3816784085595244,1.3522229915692219,1.7950909563835618,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.020594076480237634,-0.6988311283713272,-0.5744367700414166,1.7707821671101995,1.2357753646513123,1.7709443094440902,-0.4676163535416116,-1.1615313898163295,-0.46740339280781085,-0.9583652421547074,-1.13043613981899,-0.9570114227762102,1.7350351470894028,0.5755102730781598,1.729047243479104,2.5443340885311247,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.43805028898009024,-0.5350226883415841,-0.5744367700414166,-0.8414166575052489,0.5184801678757028,-0.8411671658865936,-0.15129442572369334,0.16166308477566743,-0.1521470288079171,-0.7800987828151441,1.984153878228228,-0.7809614854738982,0.08609681597909404,-1.0368259978845695,0.09181083862926932,0.29660469208843504,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.5853877757447441,1.6880918549192159,-0.5744367700414166,1.0458657468819896,0.27938176895049976,1.0462330436708007,-1.4850849748667634,1.0614353274982253,-1.4842829428525819,1.0085080258918089,0.5273295149480777,1.0103466265771295,0.3667671702106362,0.17242620533747746,0.36468357277090846,-0.45263844005912823,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.4626065367741992,-0.6988311283713272,-0.5744367700414166,2.056463514983386,-0.10317566932982525,2.0566275910242857,0.24561907606057418,-0.6322535999795308,0.2460715362445815,-1.2891485611514526,0.3766235463328897,-1.2871050552180459,0.40185096448957885,-0.6337419301438872,0.4036653919340001,1.7950909563835618,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
-0.9862120830782304,-0.6988311283713272,-0.5744367700414166,-0.5700193770257215,0.13592272959537788,-0.5701881708583202,1.4303152133658996,-1.3732425057510491,1.4312458369960632,0.15084828262479805,-1.3816127541776366,0.15210318222835736,-0.4050763039261045,-0.23065786240320485,-0.4019588707698871,-1.2018815722066916,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.7818377580976159,-0.5350226883415841,-0.5744367700414166,0.6709089777984323,1.0444966455111497,0.6712737365967941,0.8097600938250148,-1.9554480745715277,0.8102145034022865,-2.241883749399564,-0.979730171203802,-2.2421759650830904,0.0159292274212088,-0.6337419301438872,0.013847200303086634,1.7950909563835618,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.6590565191270711,-0.6988311283713272,-0.5744367700414166,-1.1717357159836208,1.3314147242213934,-1.1720136133048347,-0.7013319180440226,0.16166308477566743,-0.7020679043566043,-1.132670224620058,1.2306240351522881,-1.1330613600785227,0.8228564958368915,1.7847624763002068,0.8194714630069738,-0.45263844005912823,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.5441996227842688,-0.6988311283713272,2.786909465728381,-0.2307727764263125,1.0923163252961903,-0.23093927398183806,1.3759159009386135,0.10873530579198755,1.376727819161495,0.4657856941246935,-0.0754943595126742,0.46459182093996126,-1.24708736662073,-1.0368259978845695,-1.2465649526368654,1.7950909563835618,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.24160030662721843,-0.5350226883415841,-0.5744367700414166,-0.3825409924839428,2.0008902412119625,-0.38218336423017657,0.15092397665011414,-0.4205424840448112,0.15125759218446247,-0.47308432506367376,-0.678318233973426,-0.4728740951948516,0.9982754672316052,0.9785943408188421,1.0013866191014,0.29660469208843504,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.5196433749901599,-0.5350226883415841,0.8139453708200216,-0.6200136129035293,-1.3464873437408815,-0.6195525614254861,0.8822925103947284,-1.9025202955878477,0.8813249614473756,0.00031216140472242304,0.728270806434995,0.002460735521391991,-2.1592660178732417,-0.23065786240320485,-2.156140733108996,-0.45263844005912823,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.7160933573430317,-0.5350226883415841,1.7638910461462687,-0.11828574570124563,0.27938176895049976,-0.11855651247786408,2.175787272554625,0.7438686535961461,2.175535297867993,0.7074357834516569,-0.37690629674305015,0.706660484730641,-0.4401600982050471,-0.23065786240320485,-0.4409406899329782,-0.45263844005912823,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-0.39686213601961495,1.6880918549192159,-0.5744367700414166,0.8940975308243592,0.1837424093804185,0.8939386472401815,-0.6227551334268331,0.37337420071038696,-0.6238464005070065,-2.600397406515797,1.83344790961304,-2.5986770881202723,0.9631916729526626,0.5755102730781598,0.9624047999383085,-0.45263844005912823,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.31526905000954536,1.6880918549192159,-0.5744367700414166,0.14775500950565937,-0.5335527873951909,0.1482212578212889,-0.258078261229105,0.9026519905471857,-0.2588127158755503,0.13500237512794833,-0.8290242025886141,0.13449818849812573,0.9982754672316052,-1.0368259978845695,1.0013866191014,-0.45263844005912823,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.2907128022154364,-0.5350226883415841,-0.5744367700414166,0.4459349163482975,0.5662998476607435,0.44545790740656555,-0.5280600340163731,0.055807526808307674,-0.5290324564468878,1.9434165682059639,0.9794474207936416,1.9434112942793842,0.26151578737380776,0.9785943408188421,0.26073205500266544,-0.45263844005912823,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.8143183485194676,-0.5350226883415841,1.6908183018904035,-0.9878283482902568,-0.007536309759743993,-0.988210031405812,-0.1251021641846298,0.055807526808307674,-0.12607319419138382,1.0639687021307838,-1.2309067855624487,1.0631616077678228,0.0159292274212088,-0.23065786240320485,0.013847200303086634,-0.45263844005912823,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.2238502183915776,-0.6988311283713272,-0.5744367700414166,-0.4753874305427287,-2.159421900086572,-0.4756606144531082,1.2167475423550753,-0.8968924948979301,1.217914462860796,3.3418179048029826,-0.5276122653582381,3.3430082958327674,1.8402865299262312,-1.0368259978845695,1.845992700968379,-0.45263844005912823,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.68361276692118,-0.6988311283713272,-0.5744367700414166,-1.5502635019155926,-1.011749585245597,-1.5501238389256815,0.25166344410804997,0.002879747824627797,0.25081223344758735,-0.38197035695678594,0.426858869204619,-0.38044787811113767,0.9982754672316052,1.7847624763002068,1.0013866191014,0.29660469208843504,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.4950871271960509,-0.5350226883415841,1.7638910461462687,-1.5449069766429704,0.47066048809066224,-1.5448723080142808,-0.9713136908312907,-0.15590358912641183,-0.9722876449279422,0.028042499524210174,0.47709419207634834,0.028868226116738272,0.12118061025803666,0.5755102730781598,0.11779871807133022,0.29660469208843504,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.526449534548628,-0.5350226883415841,-0.5744367700414166,0.9083815982180182,-1.2986676639558408,0.9086429337921034,2.508227515165813,-0.6851813789632106,2.5073841020784084,0.5450152316089438,0.9794474207936416,0.5438142927260017,0.22643199309486514,-1.0368259978845695,0.22175023583957382,1.0458478242359983,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1.1256252272151417,-0.5350226883415841,1.4716000691228082,-0.9699732640481826,-0.1988150288999065,-0.9703548263070496,-0.7194650221864511,0.055807526808307674,-0.7186603445671251,-1.0653251177584455,-1.13043613981899,-1.0670426335901555,-0.5103276867629324,-0.6337419301438872,-0.5059103885381308,2.5443340885311247,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1
0.020594076480237634,-0.5350226883415841,-0.5744367700414166,-0.4468192957554102,-0.39009374804006897,-0.44730234753154474,-0.19360500205602627,-2.4847258644083263,-0.19244295503346706,0.4697471709989058,-0.2764356509995915,0.468993069372519,0.9982754672316052,0.17242620533747746,1.0013866191014,-0.45263844005912823,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.2907128022154364,-0.6988311283713272,-0.5744367700414166,-0.5950164949646254,0.375021128520581,-0.5953955192330431,0.5196304275461595,0.8497242115635059,0.518661625417422,1.9949157675707259,-0.4773769424865088,1.9962262754700784,-0.22965733253139076,1.7847624763002068,-0.2330376543964916,1.0458478242359983,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.2563308088134293,1.6880918549192159,2.20232751168146,-0.21291769218423834,-0.6291921469652721,-0.21308406888307566,0.4692606938171916,-0.2088313681100917,0.4688843047858595,-0.5344872166139677,-0.678318233973426,-0.5344915732506608,-0.7208304524365893,-0.6337419301438872,-0.726807363795648,-1.2018815722066916,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.5687558705783778,-0.6988311283713272,1.6908183018904035,-0.2646974364862535,-0.4379134278251096,-0.26454907181480225,0.7190945731128725,-1.4261702847347288,0.7201412565451741,-0.9563845037176013,-0.7787888797168847,-0.9570114227762102,0.15626440453697926,-0.23065786240320485,0.15678053723442187,1.7950909563835618,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.6424246139607047,-0.6988311283713272,-0.5744367700414166,0.8708859213096626,-0.6770118267503128,0.8708319112300187,-2.002885837600554,1.9612075702207834,-2.003389286581731,2.1910088728442463,1.83344790961304,2.1898812065026214,0.3667671702106362,-0.6337419301438872,0.36468357277090846,0.29660469208843504,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-1.8702370036661535,1.6880918549192159,-0.5744367700414166,0.22453187174657843,0.04028337002529663,0.2248936091277388,-1.686563909782635,0.16166308477566743,-1.6857625739803341,-1.2495337924093275,1.2306240351522881,-1.2474938193250256,-0.36999250964716185,-0.6337419301438872,-0.37597099132782624,-1.2018815722066916,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.8800627492740518,-0.5350226883415841,-0.5744367700414166,0.533424829134461,0.08810304981033726,0.5336836267180969,0.08645071747703545,0.37337420071038696,0.08725817994388255,-0.10070549888769671,-1.4820833999210952,-0.09876797842743776,-1.6330091036891006,-0.23065786240320485,-1.6363831442677785,-1.2018815722066916,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.1679315632448915,-0.5350226883415841,-0.5744367700414166,1.0708628648208929,0.1837424093804185,1.0703900858632434,-0.5703706103487061,-0.8439647159142503,-0.5693283826724382,0.917394057784921,-2.0346719515101177,0.9179204094934151,-0.6155790695997608,-0.23065786240320485,-0.6098619063063743,0.29660469208843504,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.7720120124897176,-0.5350226883415841,1.4716000691228082,0.5227117785892166,-0.007536309759743993,0.5231805648952954,0.9648988737102357,-0.7910369369305704,0.9642871624999788,0.844106735611989,1.2808593580240175,0.8430991861399324,0.43693475876852145,-1.0368259978845695,0.44264721109709115,-0.45263844005912823,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.4871627845683082,-0.6988311283713272,-0.5744367700414166,0.7637554158572177,-0.10317566932982525,0.7637006806374451,0.16301271274506635,-1.1086036108326496,0.16310933519197746,0.651975107212682,-1.2309067855624487,0.6538455035399469,-2.8609419034520966,0.17242620533747746,-2.85781347804464,-1.2018815722066916,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.1758559058726342,-0.6988311283713272,1.3254545806110778,-0.6325121718729809,0.32720144873554036,-0.6321562356128478,-0.20972331684929624,-0.6322535999795308,-0.20903539524398787,-0.6711581687742998,-0.17596500525613284,-0.670930274659953,-0.1244059496945623,-1.0368259978845695,-0.129086136628248,-0.45263844005912823,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.8388745963135765,1.6880918549192159,-0.5744367700414166,1.7600691165649558,-0.5335527873951909,1.760441247621289,0.9286326654253786,-0.526398042012171,0.9287319334774348,-0.5542946009850304,0.9292120979219123,-0.5564978154134497,-0.6506628638787034,2.187846544040889,-0.6488437254694653,0.29660469208843504,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
-0.1758559058726342,-0.5350226883415841,2.1292547674255946,-0.15221040576118663,-0.39009374804006897,-0.15216631031082828,-1.6623864375927306,0.796796432579826,-1.662059087965304,0.33901843414989274,-0.678318233973426,0.33695561639578525,0.0159292274212088,0.17242620533747746,0.013847200303086634,2.5443340885311247,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3.1637937941261867,-0.6988311283713272,-0.5744367700414166,-0.27898150387991305,0.13592272959537788,-0.2792533583667241,-0.13517611093042337,0.7438686535961461,-0.1355545885973963,-1.5981437573400292,-1.13043613981899,-1.59959369392965,0.54218614160535,-0.6337419301438872,0.5465987288653348,-0.45263844005912823,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
2.2552126257441545,-0.5350226883415841,2.0561820231697294,0.9012395645211885,0.42284080830562165,0.9012907905161424,0.4531423790239216,-0.6851813789632106,0.4522918645753387,0.05379209920659121,-0.5276122653582381,0.05527571671208533,0.6474375244421778,-1.0368259978845695,0.6505502466335783,-1.2018815722066916,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.2563308088134293,-0.6988311283713272,-0.5744367700414166,0.5977031324059279,-1.5855857426660847,0.5977523038371847,-0.8866925381666249,1.9612075702207834,-0.8869550952738353,-1.49712609704761,0.728270806434995,-1.4983649799808207,-0.299824921089276,-0.23065786240320485,-0.29800735300164355,0.29660469208843504,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.27408089704907007,-0.6988311283713272,-0.5744367700414166,-2.118055180813551,0.47066048809066224,-2.118339483539232,-0.4434388813517072,1.3260742224166246,-0.4436999067927813,0.4499397866278432,-0.979730171203802,0.4513880756422881,0.05101302170015142,-1.0368259978845695,0.05282901946617827,-0.45263844005912823,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
2.3534376169205906,-0.5350226883415841,1.910036534657999,0.881598971854907,0.9488572859410686,0.8813349730528202,0.338299386121875,-0.10297581014273197,0.33851513170319636,1.9869928138223012,-0.2764356509995915,1.9874237786049629,-0.7909980409944746,-1.0368259978845695,-0.7917770624008,-1.2018815722066916,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.09426281986256456,-0.5350226883415841,-0.5744367700414166,0.5512799133765351,-0.2944543884699877,0.5515388318168593,-1.0579496328451157,-0.6851813789632106,-1.0576201945820487,0.4123057563228247,0.577564837819807,0.41177683974926793,-0.8962494238313027,-1.0368259978845695,-0.8957285801690436,1.0458478242359983,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.21704405883310945,-0.6988311283713272,-0.5744367700414166,-0.23970031854734958,-0.6291921469652721,-0.2393417234400789,0.9125143506321093,-1.0556758318489698,0.9121394932669139,-0.8692320124849258,0.426858869204619,-0.868986454125054,0.5772699358842925,-0.23065786240320485,0.5725866083073956,-1.2018815722066916,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.3889377933918723,1.6880918549192159,-0.5744367700414166,-1.7734520549415196,-1.2508479841708002,-1.773839055751349,1.0313869222324736,0.6909408746124662,1.0306569233420622,0.2795962810367049,1.2808593580240175,0.2797393867725334,-0.47524389248398974,-1.439910065625252,-0.4799225090960698,0.29660469208843504,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.1679315632448915,-0.6988311283713272,-0.5744367700414166,-0.3878975177565653,2.0965296007820435,-0.3874348951415773,-0.006229592584265396,0.002879747824627797,-0.005185415514733158,1.1293330705552904,-0.17596500525613284,1.1291803342561901,2.2612920612735437,-1.0368259978845695,2.2617987720413524,0.29660469208843504,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.3466314573621223,-0.5350226883415841,-0.5744367700414166,0.7423293147667289,-0.007536309759743993,0.742694556991843,0.00787393285984539,1.4319297803839846,0.009036676094285162,0.23007782010904845,0.32638822346116036,0.23132565401439778,-1.1769197780628446,-1.0368259978845695,-1.1815952540317132,0.29660469208843504,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.07763091469619827,-0.6988311283713272,-0.5744367700414166,-1.9716434900285429,-0.3422740682550284,-1.9712966180200138,0.26173739085384357,0.055807526808307674,0.2626639764551015,0.6301869844045133,1.2808593580240175,0.6318392613771583,-0.2647411268103334,-1.439910065625252,-0.2590255338385525,3.293577220678688,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.4705308794019419,-0.6988311283713272,1.6177455576345385,-1.3342169825864953,-1.7290447820212065,-1.3337607653759747,0.46523111511887383,0.37337420071038696,0.46414360758285367,-0.2056846360543287,-1.9342013057666592,-0.20439794080882523,-1.5979253094101575,-0.6337419301438872,-1.5974013251046872,0.29660469208843504,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
