scaled__Account length,scaled__Area code,scaled__Number vmail messages,scaled__Total day minutes,scaled__Total day calls,scaled__Total eve minutes,scaled__Total eve calls,scaled__Total night minutes,scaled__Total night calls,scaled__Total intl minutes,scaled__Total intl calls,scaled__Customer service calls,encoded__State_AK,encoded__State_AL,encoded__State_AR,encoded__State_AZ,encoded__State_CA,encoded__State_CO,encoded__State_CT,encoded__State_DC,encoded__State_DE,encoded__State_FL,encoded__State_GA,encoded__State_HI,encoded__State_IA,encoded__State_ID,encoded__State_IL,encoded__State_IN,encoded__State_KS,encoded__State_KY,encoded__State_LA,encoded__State_MA,encoded__State_MD,encoded__State_ME,encoded__State_MI,encoded__State_MN,encoded__State_MO,encoded__State_MS,encoded__State_MT,encoded__State_NC,encoded__State_ND,encoded__State_NE,encoded__State_NH,encoded__State_NJ,encoded__State_NM,encoded__State_NV,encoded__State_NY,encoded__State_OH,encoded__State_OK,encoded__State_OR,encoded__State_PA,encoded__State_RI,encoded__State_SC,encoded__State_SD,encoded__State_TN,encoded__State_TX,encoded__State_UT,encoded__State_VA,encoded__State_VT,encoded__State_WA,encoded__State_WI,encoded__State_WV,encoded__State_WY,encoded__International plan_No,encoded__International plan_Yes,encoded__Voice mail plan_No,encoded__Voice mail plan_Yes,remainder__Churn
0.03330279499438353,-0.5211067627247401,-0.5831425816831967,1.6883803564849962,-1.0090290553349963,-0.5621701772898731,1.639850726477578,-0.6241701046792835,0.23820763541579923,0.025481256859449318,0.2143881457824011,-0.43470155135945476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
1.4230130231229974,-0.6866769512858528,-0.5831425816831967,1.1184321417350898,-1.6554532352962743,-0.9328622021703216,-0.11155782419379612,0.9468265877257336,-1.4668830551238268,-0.010095717354268225,0.6239540300190309,0.3268298434625318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
-0.5478487549503095,-0.5211067627247401,-0.5831425816831967,-0.6559697436675297,-0.5117796861340133,-1.2684360352199906,-0.46183953432807096,0.2262942701565155,1.4782735921718908,0.986059560629809,-0.1951777384542287,-0.43470155135945476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
0.7913265557918093,-0.6866769512858528,-0.5831425816831967,-0.17824615913605507,0.3335442415076578,0.16750780852743083,1.0393677948188211,0.1022682154929613,-1.1051971510699667,0.4524049474240535,-1.0143095069274883,-0.43470155135945476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
-0.14356941585834915,-0.6866769512858528,-0.5831425816831967,1.0796977970433486,-1.7549031091364709,-0.26561655738551454,-0.11155782419379612,-0.21468725753612092,0.7549017840641707,0.5591358700652049,-0.1951777384542287,1.8498926331065049,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
-1.002663011428765,-0.6866769512858528,-0.5831425816831967,-2.4820174219924707,0.38326917842775615,-0.9660293833438351,-1.3125236875113098,-0.9450629127770497,-0.33015592809740946,-0.15240361420913587,0.6239540300190309,0.3268298434625318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
0.589186886245829,-0.5211067627247401,-0.5831425816831967,0.16482946527650952,-1.1582038660952911,-0.3670691115633213,1.139448283428614,0.3404769871483585,1.3749347624422166,-1.4687516601166666,0.6239540300190309,-0.43470155135945476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
1.1450709774972747,-0.5211067627247401,1.7923243094533214,-0.4715204832306669,-1.0090290553349963,-0.2987837385590281,-0.46183953432807096,-1.03759028689113,0.34154646514547354,-0.721635201628609,-0.1951777384542287,1.0883612382845183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
-0.8005233418827848,1.7259172248903605,-0.5831425816831967,0.28656597716483884,-0.462054749213915,1.1839843609627658,-2.1632078406945485,0.05698886220309274,-0.536833587556758,0.4168279732103366,0.2143881457824011,-1.1962329461814414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
-2.3165708634776365,-0.5211067627247401,2.3119576918894347,0.637019571994878,0.38326917842775615,-0.6167984756933078,0.7391263289894427,-0.2205932601391475,0.8582406137938451,-0.04567269156798514,-0.6047436226908585,-0.43470155135945476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
-0.01723212239211152,1.7259172248903605,-0.5831425816831967,1.2586135796671059,0.8307936107086409,-1.3815946533413908,-0.2616785571084853,-1.311235074164685,1.2715959327125423,-1.1841358664069301,-1.0143095069274883,-0.43470155135945476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
-0.7247209658030422,-0.6866769512858528,-0.5831425816831967,0.006203101300807669,0.6318938630282477,-0.995294543202818,0.5890055960747536,-0.6438567800227046,-1.1051971510699667,-0.15240361420913587,1.0335199142556608,0.3268298434625318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,False
-0.9268606353490224,1.7259172248903605,-0.5831425816831967,0.6886653649171998,-1.1084789291751929,0.19872397904367903,0.7391263289894427,-0.41549134603901755,0.8065711989290079,0.4168279732103366,0.2143881457824011,1.0883612382845183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
-0.9773955527355175,-0.5211067627247401,-0.5831425816831967,-1.7202419763882277,-0.8101293076546031,0.7391539311062274,-0.061517579888899714,0.7381478290854684,-1.1051971510699667,0.8081746895612238,-1.4238753911641182,0.3268298434625318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,False
-0.6741860484165472,-0.5211067627247401,-0.5831425816831967,0.1500735244415603,1.3280429799096238,-0.7299570938147075,2.390454391051024,-0.09656720547559333,-0.33015592809740946,-0.40144243370515553,0.2143881457824011,-1.1962329461814414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
